session_id,session_title,session_description,room,floor,start_datetime,end_datetime,duration_hrs,multiday,pre_registration,byo_laptop,speakers,session_type,keywords,skill_level
1111,PDF 1: How to extract text and tables from PDFs like a boss,"This class will cover basic approaches for getting text out of PDF documents using online tool Cometdocs. IRE members have free subscriptions, which means no limit to the number of documents to convert. (No attendance is necessary, just email cometdocs@ire.org). For extracting tables, you'll play with Tabula in a step-by-step demo. In addition, you'll learn how to use a text editor and the import feature in Excel if neither of these approaches work. Lastly, if time allows, you'll see a demo of PDFtk, used for merging, splitting, and rotating a large batch of PDFs. Note that we will not cover Optical Character Recognition as it will be addressed in PDF2. This session is good for: Non-coders without access to Adobe Acrobat Pro/DC and people who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document.",Studio 8,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Kevin Crowe, USA Today",Hands-on,pdfs,Beginner
2077,"Uncloaked: Flight tracking for investigating people, planes and patterns","Reporters might track private aircraft a CEO or head coach is using to scope out a new headquarters or hire, uncover patterns of surveillance by law enforcement or military aircraft, or detect planes or people possibly involved in illegal activity. This session will help you understand how flight tracking works and what tools and organizations are available to help you take off, including how to set up your own feeder with a simple device and an antenna. Get beyond efforts to block identifying aircraft with solutions from representatives of ADS-B Exchange and C4ADS.",Galerie 2,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Patrick Baine, C4ADS;Jake Glass, C4ADS;Paula Lavigne, ESPN;James Stanford, ADSBexchange.com",Demo,tools,Advanced
2165,Tracking dark money in the 2020 elections,"Dark money is already playing a major role in 2020 elections. This panel will provide an overview of what you need to know to uncover dark money activity and try to find out who is behind it. Learn how to follow the money trails with tools and techniques to track secretive groups, piece together opaque spending networks, and uncover donors through political ad records, corporate records, and campaign finance data as well as filings with the Internal Revenue Service, Department of Labor, Congress, and more.",Bissonet,3rd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Michael Beckel, Issue One;Robert Maguire, Citizens for Responsibility and Ethics in Washington;Anna Massoglia, Center for Repsonsive Politics",Panel,election & politics;election,General interest
2216,Investigating bias: From housing to policing,"Racial biases are pervasive in many of our public systems, from policing to housing to education. Learn how you can pinpoint potential bias on your beat, and how to use additional reporting methods to make sure the evidence is there.",Acadia,3rd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Ko Bragg, FRONTLINE/PBS;Topher Sanders, ProPublica;Olivia Winslow, Newsday",Panel,diversity,General interest
2295,DataKit: Workflow automation for the newsroom and classroom,"Managing a data analysis project, from story idea to publication, shouldn't be so hard. The Associated Press will demonstrate how it uses DataKit, an open-source tool, to tame the tangles of your data analysis projects. Speakers will highlight features for producing standardized project structures, easily sharing code and data, and publishing data as part of a story package. The session will also show how Stanford University's journalism program is using DataKit in the classroom. For help installing DataKit, attend the install party immediately following this session in Galerie 4.",Galerie 3,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Larry Fenn, The Associated Press;Serdar Tumgoren, Stanford University",Demo,tools,Intermediate
2425,A demo of the Big Local News platform,Details coming soon!,Galerie 4,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"Justin Mayo, Big Local News;Cheryl Phillips, Stanford University;Eric Sagara, Big Local News",Commons,,
2453,International year in CAR,Details coming soon!,Galerie 6,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,False,"John Bones, SKUP;Angelica Peralta Ramos, La Nacion",Panel,story ideas,General interest
2458,"""Scrollytelling"" with Mapbox (repeat)","Build a scrollytelling experience using Mapbox Studio and the new Storytelling Solution by Mapbox with little to no code. In this session, you’ll learn to quickly create a scrollytelling map using Mapbox’s new template and publish the results on Glitch.",Studio 1,2nd,2020-03-05T15:30:00,2020-03-05T16:30:00,1.0,False,False,True,"Lo Bénichou, Mapbox",Hands-on,mapping;mapbox,Intermediate
1085,R 3: Gathering and cleaning data,"Learn how to use R to scrape data from web pages, access APIs and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages. This session is good for: People who have used R and have a basic understanding of how to retrieve data from APIs.",Studio 7,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Matt Waite, Univeristy of Nebraska - Lincoln",Hands-on,data cleaning;r,Advanced
1101,Python 3: Data cleaning and visualization,"Now that you’ve got a handle on Pandas, it’s time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We’ll walk through cleaning up a dirty dataset with Pandas. Then we’ll jump into the fun part: visualizing the data you’ve analyzed. This session is good for: People who can load and perform basic summary and grouping functions in Pandas.",Studio 6,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Alexandra Kanik, Louisville Public Media",Hands-on,data cleaning;python,Advanced
1121,Finding the story: Campaign finance in Excel,"Learn how to decipher federal campaign finance filings, how to find stories and how to navigate the limitations of the data. This session is good for: People who are comfortable with Excel, but no specific campaign finance knowledge is required.",Studio 8,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Chad Day, The Wall Street Journal",Hands-on,election & politics;excel;election,Intermediate
2055,Countdown to the big count: Getting ready for Census 2020,"Census 2020 has already begun, and it's already creating data — and stories. This session, anchored to the timeline of the coming year, will get you up to speed: key dates, lingo and what stories are possible when. We'll also offer a compendium of Census 2010 stories and local data like 2010 response and undercount rates. You'll also get a clear explanation of the unprecedented plan to add statistical noise to most Census 2020 results, and how that will affect your stories. Also: Late updates on the plan to use the census to bootstrap a controversial new data set: a count of citizens and non-citizens in every neighborhood.",Acadia,3rd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Paul Overberg, Wall Street Journal;Gerson Vasquez, U.S. Census Bureau;MaryJo Webster, The Star Tribune",Panel,census & demographics;census,General interest
2096,The wrong things we all do,Details coming soon!,Bissonet,3rd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Matt Wynn, USA Today;Joe Yerardi, The Center for Public Integrity",Panel,work better,General interest
2117,Encryption and journalism: From idea to publication,"Many factors come into play when considering the security of a story. The most notable is the security around conversations with sources. While this is important, this is not the only point in the process to consider the security of your interactions and information. In this training, we will overview the different types of encryption and how it comes into play when researching, writing, and communicating new stories. Attendees will walk away from this training understanding how to make informed decisions about the security of their tools and process from research to publication of a story.",Galerie 3,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Kristen Kozinski, The New York Times",Demo,security,General interest
2225,Advanced data journalism through a browser,"Every journalist has faced down the dreaded install of a new tool that doesn't go well — or even go at all. Maybe it's led to inscrutable Python error messages that no one can help you diagnose. Perhaps you work for an organization that won't (or can't) grant admin rights on company hardware. Or it could be that you're trying to teach command-line tools to a bunch of college students without having them brick their machines. To get around some of these pitfalls, new tools/platforms like Binder, RStudio Cloud and others have come online, offering to serve up Python and R like the second coming of the Google Suite. But which services work best? What are the limits? What do they cost, if anything? How much work do you have to put in to get them functioning properly?",Galerie 6,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Alex Richards, Syracuse University",Demo,tools,Advanced
2236,Covering housing from A-Z: Localizing affordable housing stories and data,"Stories about redlining and the inequities among home loan recipients from big banks have dominated housing coverage in recent years. But homeownership is just one part of the affordable housing conversation that needs coverage. Public housing authorities, federal disinvestment in public housing/the Section 8 program, county/city first-time homeowner loan programs, evictions at housing courts, slumlord landlords, tenant protection ordinances, and localizing coverage of how Secretary Ben Carson's HUD is affecting communities is vital, and this panel would show attendees how to do it. This workshop is for people interested in amping up housing coverage as a side beat, their main beat or a one-time project. We'll discuss data they should be requesting from their local agencies for quick turn stories or to find trends, including from housing courts, public housing authorities and more. This workshop goes beyond the redlining projects to help journalists find data-driven affordable housing stories no matter where they are.",Galerie 2,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Ann Choi, THE CITY;Marissa Evans, The Star Tribune;Willoughby Mariano, The Atlanta Journal-Constitution;Jessica Williams, The New Orleans Advocate",Panel,housing,General interest
2294,DataKit install party,"Looking for a way to tame the tangles of your data analysis projects? Try kicking the tires on DataKit, an open-source command-line tool designed to help journalists standardize project structures, easily share code and data, and publish data as part of story packages. Get up and running with existing workflows for the newsroom and classroom, or ask for help creating a customized workflow built around your own ecosystem of tools and services. Developers from The Associated Press and Stanford University will be on hand to help journalists install DataKit. To learn more about DataKit and how it could work for your newsroom, attend the demo immediately before this session in Galerie 3.",Galerie 4,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,False,"Larry Fenn, The Associated Press;Meghan Hoyer, The Associated Press;Michelle Minkoff, The Associated Press;Serdar Tumgoren, Stanford University",Commons,tools,Intermediate
2452,Workbench: Reproducible data work without coding,"Workbench is an open-source tool that puts all stages of the data journalism process in one place, including scraping, cleaning, monitoring, and visualization -- all without coding, and all reproducible. In this hands-on tutorial, you'll learn how to use Workbench for several different newsroom tasks. Scrape and clean data, monitor public sources, create live embeddable charts that update when new data is released, or share and automate useful workflows that other journalists can use to report. Workbench is built to help make data tasks accessible to more people in the newsroom. This session is good for journalists of all skill levels.",Studio 1,2nd,2020-03-05T16:45:00,2020-03-05T17:45:00,1.0,False,False,True,"Pierre Forcioli-Conti, Workbench;Adam Hooper, Workbench",Hands-on,data wrangling,Intermediate
2496,Welcome reception,"Join us for our welcome reception on Thursday, beginning at 6 p.m. Reconnect with longtime friends and welcome new attendees! Each attendee will receive one drink ticket for beer, wine, soda or bottled water. Light snacks also will be served.",Carondelet,3rd,2020-03-05T18:00:00,2020-03-05T19:15:00,1.25,False,False,False,,Special,,
2487,Mentor program breakfast,"If you signed up for the conference mentor program, come meet your match at this invitation-only breakfast. The mentorship breakfast is sponsored by the Donald W. Reynolds Journalism Institute.",Carondelet,3rd,2020-03-06T07:30:00,2020-03-06T08:45:00,1.25,False,False,False,,Special,,
2489,Conference registration,Conference registration will be located on the 2nd floor in Preservation Foyer. Be sure to stop by and pick up your conference name badge. Name badges must be worn during the conference.,Preservation Foyer,2nd,2020-03-06T08:00:00,2020-03-06T17:00:00,9.0,True,False,False,,Special,,
2490,Conference sales,"Stop by the NICAR sales table located in Preservation Foyer on the 2nd floor to browse books from the IRE store, IRE merchandise and shirts with the winning design from the T-shirt contest.",Preservation Foyer,2nd,2020-03-06T08:00:00,2020-03-06T17:00:00,9.0,True,False,False,,Special,,
1000,PyCAR,"This hands-on workshop will teach journalists basic programming concepts using the Python language. The class, spread over two half-days, will introduce language basics and useful libraries in the course of a typical reporting project: scraping data from the web, analyzing a spreadsheet and visualizing the results. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: Although the class is geared toward programming beginners, attendees should have familiarity with the command line and be comfortable with databases and SQL.",Studio 3,2nd,2020-03-06T09:00:00,2020-03-06T12:30:00,3.5,True,True,False,"Tom Meagher, The Marshall Project;Jacob Quinn Sanders, Factal;Elaine Wong, CBC/Radio-Canada",Hands-on,programming;python,Intermediate
1005,First Python notebook: Data analysis on deadline,"James Gordon, Cheryl Phillips, Andrea Suozzo and Ben Welsh guide you through a six-hour, hands-on investigation of money in politics. You will learn: * just enough Python to execute an analysis with pandas, one of the most popular open-source tools for working with data tables * how to record, remix and republish your work using Jupyter, a browser-based tool emerging as the standard for reproducible research * and how these tools can increase the speed and veracity of your journalism. Along the way you’ll conduct your own investigation of California campaign donors using the California Civic Data Coalition’s open-source database archive. Preregistration is required and seating is limited. Laptops will be provided. Prerequisites: If you've tried Python once or twice, have good attitude and know how to take a few code crashes in stride, you are qualified. We want you.",Studio 6,2nd,2020-03-06T09:00:00,2020-03-06T17:45:00,8.75,False,True,False,"James Gordon, University of Missouri;Cheryl Phillips, Stanford University;Andrea Suozzo, Seven Days;Ben Welsh, Los Angeles Times",Hands-on,data analysis;python,Intermediate
1006,Digging into data for stories: A crash course in Excel,"Get started using data in your stories with IRE's original mini-boot camp. In this 7-hour, hands-on workshop, IRE’s experienced trainers will start with the basics of navigating Excel and using formulas, then walk you through sorting, filtering and aggregating data with pivot tables to find story ideas. You'll come away with a solid base for using data analysis in your newsroom, including how to find and request data, identify and clean dirty data, find story ideas and bulletproof your work. We’ll also provide you with our detailed boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.",Studio 2,2nd,2020-03-06T09:00:00,2020-03-06T12:30:00,3.5,True,True,False,"Patti DiVincenzo, IRE & NICAR;Sarah Hutchins, IRE & NICAR;Francisco Vara-Orta, IRE/NICAR",Hands-on,data analysis;excel,Beginner
1017,Master class: Election 2020 data,"This year brings important elections from local school boards to statehouses and the White House. This class, taught by two veteran political reporters, will help you gear up for Election 2020 coverage at any level of government, including: * Tools and strategies for campaign finance data, from local to federal candidates * Following the money and the messaging from campaigns * Tracking the players beyond candidates, from super PACs to special interests and nonprofits * Story ideas to help you plan election coverage for your newsroom No previous data experience is necessary for this workshop, though familiarity with spreadsheets will help. Please bring your own laptop.",Galerie 5,2nd,2020-03-06T09:00:00,2020-03-06T12:30:00,3.5,False,False,False,"Carrie Levine, Center for Public Integrity;Derek Willis, ProPublica",Master Class,election & politics;election,General interest
1028,"Victims, villians and heroes: Turning data into characters","Data helps bolster our investigations and find the right anecdotes through which to tell them. Our panel will help you think about how to turn data into compelling human stories that drive a narrative, create tension and make people care. We'll talk about how to find a perfect example in all that data and what to do if you can't.",Galerie 3,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Jennifer Forsyth, The Wall Street Journal;Ellen Gabler, The New York Times;Sarah Rafique, KTRK-ABC 13",Panel,writing & storytelling,General interest
1074,Excel: Basic stats,"You don't need a special statistics program to run simple statistical analysis. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean. This session is good for: People who already are comfortable with using functions in Excel.",Studio 8,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Norm Lewis, University of Florida",Hands-on,statistics;excel,Intermediate
1089,JavaScript 1: Fundamentals and syntax,"Functions, ""for loops"" and objects: They can be confusing at first, but once you master these and other JavaScript coding conventions, you'll be on your way to building fancy data visualizations and more. In this class, you will learn the basic syntax of the JavaScript programming language. This session is good for: Beginners who have been exposed to HTML at some point.",Studio 9,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Erin Petenko, VTDigger",Hands-on,data viz & design;javascript,Intermediate
1124,Finding the story: Business data,What is the economic output of your county? What are the most common local occupations? How important are sectors like tourism or health care or manufacturing? Where can you find data on recent layoffs? We’ll explain and explore a few key data sets to understand your local economy and use them to find stories tailored to your audiences. This session is good for: Those with basic spreadsheet skills and curiosity about your local economy.,Studio 10,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,True,"Paul Overberg, Wall Street Journal;Cezary Podkul, The Wall Street Journal",Hands-on,business;excel,Beginner
1138,"Data dive #2: Senior care, access to clean water, the probation trap",Details coming soon!,Bissonet,3rd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Cindy Galli, ABC News;Jeff Kelly Lowenstein, Grand Valley State University;Emily Merwin DiRico, The Atlanta Journal-Constitution;Dylan Purcell, The Philadelphia Inquirer",Panel,story ideas,General interest
1224,Navigating data.census.gov,"The 2020 Census is coming, and journalists need to be prepared! Come learn how to use Census Bureau data in your reporting with data.census.gov, the new site to access Census data. In this live demo, we will share tips and tricks while showing how to download data, customize the table view, and map your results.",Acadia,3rd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Tyson Weister, U.S. Census Bureau",Demo,census & demographics,General interest
2063,Getting started with Tableau Public,"Tableau Public is a popular visualization software that allows users to create great visuals and publish them in a few easy steps. This session will walk you through the basics, teach a few tricks, and set you up for the more advanced session to follow immediately afterwards. This session is good for: People who are comfortable working with spreadsheets and are ready to start with data visualization.",Studio 7,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"David McKie, National Observer",Hands-on,mapping;tableau,Beginner
2097,Encryption tools for journalists,"This session will review and provide practical training in the installation, configuration, and implementation of the best encryption tools for journalists to protect their privacy and sources from malicious hackers.",Studio 4,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Jorge Luis Sierra, Border Center for Journalists and Bloggers",Hands-on,security,Intermediate
2235,Exploring the radio spectrum for news,"Once the exclusive domain of scientists, engineers and HAM radio operators, a new generation of cheap hardware and open source software have cracked open the radio spectrum for hackers, hobbyists — and journalists — to explore. Radios are built into dozens of devices we use every day, and the radio spectrum is a tightly regulated, poorly understood invisible national asset. There are stories flying around in the air around you, and it’s time you started looking for them. We'll give an overview of how this all works, and walk you through the tools you can use to start poking around the radio spectrum. We’ll also look at some interesting examples of how the radio spectrum has been used in reporting the news.",Galerie 2,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Jon Keegan, The Markup",Demo,sensors,General interest
2282,Code buddies: Get help on your project,"Have some data and ideas but you're not sure what to do next? Trying something new you learned at NICAR and need someone to doublecheck your math? OpenNews and the Lonely Coder's Club* want to help you get past whatever's blocking your next data or code project. Bring your laptop and we'll work together to move your project forward. Everyone is welcome! If you let us know a little about your project in advance, we'll reach out to some peer experts who have just the right experience to help you out. Ryan Pitts - twitter: @ryanpitts; email: ryan@opennews.org Alexandra Kanik - twitter: @act_rational; email: akanik@louisvillepublicmedia.org *The Lonely Coder's Club is a Slack community of newsroom data nerds and programmers who run solo or on small teams.",Galerie 4,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Alexandra Kanik, Louisville Public Media;Ryan Pitts, OpenNews",Commons,work better,Intermediate
2455,Three free & powerful tools for analyzing document dumps,"Finding needles in a haystack of documents is getting easier, thanks to tools aimed at helping journalists sort through pdfs to find names, dates and patterns. This session will demo three free and powerful tools — MuckRock's DocumentCloud, Google's Backlight and Microsoft's Project IDA — that can help you manage and find stories in massive document dumps.",Galerie 6,2nd,2020-03-06T09:00:00,2020-03-06T10:00:00,1.0,False,False,False,"Pam Dempsey, Midwest Center for Investigative Reporting;Dylan Freedman, DocumentCloud;Michael Grant, Google News Lab;Ben Rudolph, Microsoft News Lab",Commons,,
2488,Exhibitors and recruiters,Be sure to stop by the Studio foyers on the 2nd floor and visit with the exhibitors/recruiters.,Studio Foyers,2nd,2020-03-06T09:00:00,2020-03-06T17:00:00,8.0,True,False,False,,Special,,
2493,Master Class: Writing the investigative narrative  (Friday morning),"You’ve gathered data, docs and human sources. Now it’s time to turn your reporting into a story — or a series — that packs a punch. If you’re new to investigative storytelling or a data nerd hoping to better blend numbers into compelling prose, this workshop is for you. Reporter J. David McSwane has worked in all media, always chasing that perfect marriage of investigative and narrative. Computational journalist Andrew Chavez will also lead some of the discussion. Topics include: * Understanding narrative * Reporting for story: how to gather the details and scenes that will give your piece emotional power * Organization and framing * Self-editing tips and techniques: do you need this character, this piece of data? * Making the data work for you: adding scope and precision to a human story We’ll look at examples of successful stories, pulling back the curtain to see how they came together.",Studio 1,2nd,2020-03-06T09:00:00,2020-03-06T12:30:00,3.5,False,False,True,"Andrew Chavez, The New York Times;J. David McSwane, ProPublica",Master Class,,
1039,Census: Numbers in the news,"From inequality to poverty to commute times, the census supplies hard numbers behind the big stories. We’ll show you how to use the Census Bureau’s surveys for breaking stories as well as projects. We’ll also help you prepare for the deluge of stories coming with Census 2020.",Acadia,3rd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Ronald Campbell, NBC Owned Television Stations;Tim Henderson, Pew Stateline;Jennifer Peebles, Atlanta Journal-Constitution",Panel,census & demographics,General interest
1090,"JavaScript 2: Hello, D3!","We’ll cover the basics of getting started with D3, even if you’ve never used it before. Then we’ll take use some real data to create a few basic charts. This session is good for: People with a basic grasp of JavaScript syntax.",Studio 9,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Ashlyn Still, The Washington Post",Hands-on,data viz & design;javascript,Intermediate
1133,Google Sheets: Custom formulas and automating tasks with the script editor,"Add versatility to your Google Sheets with the script editor, a transformative feature that allows you to write your own custom formulas, automate tasks and even send emails on your behalf (think FOIA requests). With a little JavaScript knowhow, you can make Google Sheets work exactly to your specifications and needs as a journalist. This session is good for: Beginners and intermediate users who know a little bit of JavaScript.",Studio 4,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Frank Bi, Vox Media",Hands-on,data wrangling;google sheets,Intermediate
1217,Advanced Tableau,"In this lesson, you will learn how to weave charts and maps created in Tableau Desktop into an interactive dashboard. Also, you will publish it on the Tableau Public website. This session is good for: People who have taken the intro to Tableau class",Studio 7,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"David Herzog, IRE/NICAR",Hands-on,mapping;tableau,Intermediate
2001,Scraping in R,"Python has been considered the go-to for scraping websites. But did you know it's really easy to do in R? Using the R library rvest, and a tool called ""Selector Gadget"" that lets you select elements by clicking, I hacked my way into scraping after multiple attempts in learning scraping the traditional way (BeautifulSoup and Inspect element). One of the advantages of R is that you can do everything in one environment, so why not include scraping into your R workflow? This session is good for: R users looking for another tool or coding beginners struggling to learn scraping in Python.",Studio 8,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Jasmine Han, Bloomberg Law",Hands-on,web scraping;r,Advanced
2092,Data Blitz,"Like Lightning Talks, but for data. Five presenters will guide you through their favorite datasets.",Galerie 3,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Jeremy Singer-Vine, BuzzFeed News",Panel,story ideas,General interest
2191,Beyond the horserace of election results graphics,"We all love making political graphics, and election night can be a fun exercise in showing off our data graphics prowess. But is there any point to these graphics beyond just showing election results, especially since there’s so many news outlets doing the same iterations of the exact same data? Is there any way to contextualize our graphics so we stop explaining WHO has power, but instead focus on HOW that power is used FOR or AGAINST who? In the lead-up to 2020, let’s thoughtfully discuss why we do election results graphics and how can we make it better so that we can move beyond the “horserace” aspect of data journalism.",Galerie 6,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Carla Astudillo, Texas Tribune;Ella Koeze, FiveThirtyEight;Allison McCartney, Bloomberg;Sara Simon, Spotlight PA",Panel,election & politics;election,Intermediate
2229,Build your own collaborative documentation site: An introduction to Library,"Writing and maintaining good documentation is hard. After trying several other approaches at the New York Times, we built Library, a collaborative site powered by Google Docs. Library is an open-source documentation tool released by the New York Times in collaboration with Northwestern University’s Knight Lab in 2019. Because every page in Library is a Google Doc, you already know how to use it! In this, we’ll show you how to set up a copy of Library for your own organization, following the Deploy to Heroku steps outlined in the open source release. Prior experience working with the command line will be helpful, but is not required.",Galerie 4,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"Isaac White, The New York Times",Commons,,
2418,Interviewing your data,"You’ve learned how to use formulas and make pivot tables in Excel or maybe you've dabbled in a SQL program or R, but too often when you sit down in front of your own data, you find yourself staring at the computer screen, unsure how to proceed. This session will give you a framework for a process you can follow with every new dataset you work with and set you up with some best practices that will make you more efficient and less likely to make a mistake, regardless of what tool you are using for your analysis. At the heart of this framework is the idea that you are “interviewing” data in much the same way you would a human source. Many of the same steps you take in preparing for and conducting a human interview can be applied to your data work. Beyond that, the framework will help you navigate common issues with data that you need to find and deal with before you even start your analysis.",Bissonet,3rd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,False,"MaryJo Webster, The Star Tribune",Demo,data analysis,Intermediate
2482,Finding the story: Data-driven disaster coverage,"Floods, fire, a shooting or an explosion have occurred in your area. We know a lot about that in Houston. We had major flooding three years in a row, chemical fires or explosions every six weeks and a school shooting last year. We'll show you how you can use data to find in-depth stories about the disaster in your community. This session is good for: those who are comfortable with Excel and relational database concepts.",Studio 10,2nd,2020-03-06T10:15:00,2020-03-06T11:15:00,1.0,False,False,True,"Matt Dempsey, Houston Chronicle",Hands-on,disasters;excel,Intermediate
1048,"Everything we know about covering guns, in one hour","At the intersection of Americans and firearms is an ever-shifting business, regulatory, legal and political landscape. In this fast-paced session, we'll walk through the most reliable sources, the best data, common pitfalls, biggest players, game-changing court cases, and the basic mechanics of guns. You'll leave the session with story ideas, useful datasets you've never heard of, a gun guide, and an understanding of why caliber counts.",Galerie 6,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Brian Freskos, The Trace;Kristin Hussey, Independent journalist",Panel,guns,General interest
1091,JavaScript 3: Making a map in D3,"Learn how to create an easy D3 map by turning shapefiles into nice, reusable TopoJSON, then turning it into a map and connecting it to your data. You can then have these maps ready for future use by just switching out a few variables. This session is good for: People who have a basic grasp of JavaScript syntax and have been exposed to the D3 library at some point.",Studio 9,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Al Shaw, ProPublica",Hands-on,data viz & design;javascript,Advanced
1115,Hitchhikers guide to APIs,"In this hands-on session, you will learn the ins and outs of working with APIs, a flexible way for computers to communicate and share data. We'll cover working with public APIs as well as using APIs protected behind keys and other authentication methods. After this session you'll have the tools to dig deeper into your city's open data portal, scrape ""unscrapeable"" websites, convert addresses to coordinates, send texts or emails on command, grab data from Twitter or even handle payments! Note: You will need a Google account for this session. This session is good for: Everyone. We'll be working with tools non-coders can appreciate, but also wrangling the Python code that can take us to the next level.",Studio 7,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Jonathan Soma, Columbia Journalism School",Hands-on,data wrangling;apis,Beginner
2051,Finding the story: Using DNS search for investigative journalism (repeat),"Every online interaction begins with a lookup in the Domain Name System (DNS), the backbone of the Internet. As a result, there are digital footprints left behind in the DNS. With the demise of Whois, investigative reporters are looking for new tools to uncover these footprints. Learn how to use DNSDB Scout, a tool to query DNSDB, a historical passive Domain Name System (DNS) database, to discover previously unknown online connections and gain new information to advance your ongoing and breaking news investigations. Basic knowledge of the Domain Name System (DNS) is helpful, but not required.",Studio 4,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Paul Vixie, Farsight Security, Inc.",Hands-on,research,Advanced
2130,Making interactive maps with R,Details coming soon!,Studio 8,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Andrew Tran, The Washington Post",Hands-on,mapping;r,Advanced
2164,"Investigating sexual assault, for newsrooms big and small","Learn effective approaches to investigating the justice system’s response to sexual assault from reporters who conducted their own investigations into police procedures around sexual assault, exposed problematic loopholes in state laws and delved into a national nonprofit's child sex abuse secrets. From digging through federal statistics and case files to parsing a difficult dataset with code, you’ll leave this session with strategies to launch an investigation of your own.",Bissonet,3rd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Hannah Dellinger, Houston Chronicle;Kate Martin, Carolina Public Press;Brandon Stahl, KARE 11",Panel,story ideas,General interest
2232,Data on the wildfire beat,"As wildfires have become more frequent and more intense, newsrooms have opportunities to raise the bar of their reporting by bringing data into their coverage of these disasters. Over the past year, media outlets have increasingly incorporated data into their wildfire coverage, whether to track fires while they happen, provide new context or by digging into data about contributing factors and fallout. We will highlight some of the best examples, review how projects we worked on came together, discuss how data-driven wildfire reporting could be improved in the future and go through sources and ideas that newsrooms can put into use for their own wildfire coverage.",Galerie 2,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Ren Larson, The Arizona Republic;Matt Stiles, Los Angeles Times;Evan Wyloge, Colorado Springs Gazette",Panel,data analysis,Intermediate
